270101 N- ----NSF- ----NSF Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις
270611 V- 3FMI-P-- FMI3-P- ⸀ἀναπαύσονται ἀναπαύσονται ἀναπαύσονται ἀναπαύω
270611 D- -------- ------- ἔτι ἔτι ἔτι ἔτι
270611 N- ----ASM- ----ASM χρόνον χρόνον χρόνον χρόνος
270611 A- ----ASM- ----ASM ⸀μικρόν, μικρόν μικρόν μικρός
270611 C- -------- ------- ἕως ἕως ἕως ἕως
270611 V- 3APS-P-- APS3-P- ⸀πληρωθῶσιν πληρωθῶσιν πληρωθῶσι(ν) πληρόω
270611 D- -------- ------- καὶ καὶ καί καί
270611 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270611 N- ----NPM- ----NPM σύνδουλοι σύνδουλοι σύνδουλοι σύνδουλος
270611 RP ----GPM- ----GPX αὐτῶν αὐτῶν αὐτῶν αὐτός
270611 C- -------- ------- καὶ καὶ καί καί
270611 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270611 N- ----NPM- ----NPM ἀδελφοὶ ἀδελφοὶ ἀδελφοί ἀδελφός
270611 RP ----GPM- ----GPX ⸀αὐτῶν αὐτῶν αὐτῶν αὐτός
270611 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270611 V- -PAPNPM- PAP-NPM μέλλοντες μέλλοντες μέλλοντες μέλλω
270611 V- -PPN---- PMN---- ⸀ἀποκτέννεσθαι ἀποκτέννεσθαι ἀποκτέννεσθαι ἀποκτείνω
270611 C- -------- ------- ὡς ὡς ὡς ὡς
270611 D- -------- ------- καὶ καὶ καί καί
270611 RP ----NPM- ----NPM αὐτοί. αὐτοί αὐτοί αὐτός
270612 C- -------- ------- Καὶ Καὶ καί καί
270612 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
270612 C- -------- ------- ὅτε ὅτε ὅτε ὅτε
270612 V- 3AAI-S-- AAI3-S- ἤνοιξεν ἤνοιξεν ἤνοιξε(ν) ἀνοίγω
270612 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270612 N- ----ASF- ----ASF σφραγῖδα σφραγῖδα σφραγῖδα σφραγίς
270612 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270612 A- ----ASF- ----ASF ἕκτην, ἕκτην ἕκτην ἕκτος
270612 C- -------- ------- καὶ καὶ καί καί
270612 N- ----NSM- ----NSM σεισμὸς σεισμὸς σεισμός σεισμός
270612 A- ----NSM- ----NSM μέγας μέγας μέγας μέγας
270612 V- 3AMI-S-- AMI3-S- ἐγένετο, ἐγένετο ἐγένετο γίνομαι
270612 C- -------- ------- καὶ καὶ καί καί
270612 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270612 N- ----NSM- ----NSM ἥλιος ἥλιος ἥλιος ἥλιος
270612 V- 3AMI-S-- AMI3-S- ⸂ἐγένετο ἐγένετο ἐγένετο γίνομαι
270612 A- ----NSM- ----NSM μέλας⸃ μέλας μέλας μέλας
270612 C- -------- ------- ὡς ὡς ὡς ὡς
270612 N- ----NSM- ----NSM σάκκος σάκκος σάκκος σάκκος
270612 A- ----NSM- ----NSM τρίχινος, τρίχινος τρίχινος τρίχινος
270612 C- -------- ------- καὶ καὶ καί καί
270612 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
270612 N- ----NSF- ----NSF σελήνη σελήνη σελήνη σελήνη
270612 A- ----NSF- ----NSF ὅλη ὅλη ὅλη ὅλος
270612 V- 3AMI-S-- AMI3-S- ἐγένετο ἐγένετο ἐγένετο γίνομαι
270612 C- -------- ------- ὡς ὡς ὡς ὡς
270612 N- ----NSN- ----CSN αἷμα, αἷμα αἷμα αἷμα
270613 C- -------- ------- καὶ καὶ καί καί
270613 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270613 N- ----NPM- ----NPM ἀστέρες ἀστέρες ἀστέρες ἀστήρ
270613 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270613 N- ----GSM- ----GSY οὐρανοῦ οὐρανοῦ οὐρανοῦ οὐρανός
270613 V- 3AAI-P-- AAI3-P- ἔπεσαν ἔπεσαν ἔπεσαν πίπτω
270613 P- -------- ------- εἰς εἰς εἰς εἰς
270613 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270613 N- ----ASF- ----ASF γῆν, γῆν γῆν γῆ
270613 C- -------- ------- ὡς ὡς ὡς ὡς
270613 N- ----NSF- ----NSF συκῆ συκῆ συκῆ συκῆ
270613 V- 3PAI-S-- PAI3-S- ⸀βάλλει βάλλει βάλλει βάλλω
270613 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270613 N- ----APM- ----APM ὀλύνθους ὀλύνθους ὀλύνθους ὄλυνθος
270613 RP ----GSF- ----GSF αὐτῆς αὐτῆς αὐτῆς αὐτός
270613 P- -------- ------- ὑπὸ ὑπὸ ὑπό ὑπό
270613 N- ----GSM- ----GSY ἀνέμου ἀνέμου ἀνέμου ἄνεμος
270613 A- ----GSM- ----GSY μεγάλου μεγάλου μεγάλου μέγας
270613 V- -PPPNSF- PMP-NSF σειομένη, σειομένη σειομένη σείω
270614 C- -------- ------- καὶ καὶ καί καί
270614 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270614 N- ----NSM- ----NSM οὐρανὸς οὐρανὸς οὐρανός οὐρανός
270614 V- 3API-S-- API3-S- ἀπεχωρίσθη ἀπεχωρίσθη ἀπεχωρίσθη ἀποχωρίζομαι
270614 C- -------- ------- ὡς ὡς ὡς ὡς
270614 N- ----NSN- ----CSN βιβλίον βιβλίον βιβλίον βιβλίον
270614 V- -PPPNSN- PMP-CSN ἑλισσόμενον, ἑλισσόμενον ἑλισσόμενον ἑλίσσω
270614 C- -------- ------- καὶ καὶ καί καί
270614 A- ----NSN- ----CSN πᾶν πᾶν πᾶν πᾶς
270614 N- ----NSN- ----CSN ὄρος ὄρος ὄρος ὄρος
270614 C- -------- ------- καὶ καὶ καί καί
270614 N- ----NSF- ----NSF νῆσος νῆσος νῆσος νῆσος
270614 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270614 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
270614 N- ----GPM- ----GPX τόπων τόπων τόπων τόπος
270614 RP ----GPN- ----GPX αὐτῶν αὐτῶν αὐτῶν αὐτός
270614 V- 3API-P-- API3-P- ἐκινήθησαν. ἐκινήθησαν ἐκινήθησαν κινέω
270615 C- -------- ------- καὶ καὶ καί καί
270615 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270615 N- ----NPM- ----NPM βασιλεῖς βασιλεῖς βασιλεῖς βασιλεύς
270615 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270615 N- ----GSF- ----GSF γῆς γῆς γῆς γῆ
270615 C- -------- ------- καὶ καὶ καί καί
270615 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270615 N- ----NPM- ----NPM μεγιστᾶνες μεγιστᾶνες μεγιστᾶνες μεγιστάν
270615 C- -------- ------- καὶ καὶ καί καί
270615 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270615 N- ----NPM- ----NPM χιλίαρχοι χιλίαρχοι χιλίαρχοι χιλίαρχος
270615 C- -------- ------- καὶ καὶ καί καί
270615 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270615 A- ----NPM- ----NPM πλούσιοι πλούσιοι πλούσιοι πλούσιος
270615 C- -------- ------- καὶ καὶ καί καί
270615 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270615 A- ----NPM- ----NPM ἰσχυροὶ ἰσχυροὶ ἰσχυροί ἰσχυρός
270615 C- -------- ------- καὶ καὶ καί καί
270615 A- ----NSM- ----NSM πᾶς πᾶς πᾶς πᾶς
270615 N- ----NSM- ----NSM δοῦλος δοῦλος δοῦλος δοῦλος
270615 C- -------- ------- καὶ καὶ καί καί
270615 A- ----NSM- ----NSM ἐλεύθερος ἐλεύθερος ἐλεύθερος ἐλεύθερος
270615 V- 3AAI-P-- AAI3-P- ἔκρυψαν ἔκρυψαν ἔκρυψαν κρύπτω
270615 RP ----APM- ----APM ἑαυτοὺς ἑαυτοὺς ἑαυτούς ἑαυτοῦ
270615 P- -------- ------- εἰς εἰς εἰς εἰς
270615 RA ----APN- ----CPN τὰ τὰ τά ὁ
270615 N- ----APN- ----CPN σπήλαια σπήλαια σπήλαια σπήλαιον
270615 C- -------- ------- καὶ καὶ καί καί
270615 P- -------- ------- εἰς εἰς εἰς εἰς
270615 RA ----APF- ----APF τὰς τὰς τάς ὁ
270615 N- ----APF- ----APF πέτρας πέτρας πέτρας πέτρα
270615 RA ----GPN- ----GPX τῶν τῶν τῶν ὁ
270615 N- ----GPN- ----GPX ὀρέων· ὀρέων ὀρέων ὄρος
270616 C- -------- ------- καὶ καὶ καί καί
270616 V- 3PAI-P-- PAI3-P- λέγουσιν λέγουσιν λέγουσι(ν) λέγω
270616 RA ----DPN- ----DPY τοῖς τοῖς τοῖς ὁ
270616 N- ----DPN- ----DPY ὄρεσιν ὄρεσιν ὄρεσι(ν) ὄρος
270616 C- -------- ------- καὶ καὶ καί καί
270616 RA ----DPF- ----DPF ταῖς ταῖς ταῖς ὁ
270616 N- ----DPF- ----DPF πέτραις· πέτραις πέτραις πέτρα
270616 V- 2AAD-P-- AAD2-P- Πέσετε Πέσετε πέσετε πίπτω
270616 P- -------- ------- ἐφ’ ἐφ’ ἐπί ἐπί
270616 RP ----AP-- ----AP- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
270616 C- -------- ------- καὶ καὶ καί καί
270616 V- 2AAD-P-- AAD2-P- κρύψατε κρύψατε κρύψατε κρύπτω
270616 RP ----AP-- ----AP- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
270616 P- -------- ------- ἀπὸ ἀπὸ ἀπό ἀπό
270616 N- ----GSN- ----GSY προσώπου προσώπου προσώπου πρόσωπον
270616 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270616 V- -PMPGSM- PMP-GSY καθημένου καθημένου καθημένου κάθημαι
270616 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270616 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270616 N- ----GSM- ----GSY θρόνου θρόνου θρόνου θρόνος
270616 C- -------- ------- καὶ καὶ καί καί
270616 P- -------- ------- ἀπὸ ἀπὸ ἀπό ἀπό
270616 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270616 N- ----GSF- ----GSF ὀργῆς ὀργῆς ὀργῆς ὀργή
270616 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
270616 N- ----GSN- ----GSY ἀρνίου, ἀρνίου ἀρνίου ἀρνίον
270617 C- -------- ------- ὅτι ὅτι ὅτι ὅτι
270617 V- 3AAI-S-- AAI3-S- ἦλθεν ἦλθεν ἦλθε(ν) ἔρχομαι
270617 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
270617 N- ----NSF- ----NSF ἡμέρα ἡμέρα ἡμέρα ἡμέρα
270617 RA ----NSF- ----NSF ἡ ἡ ἡ ὁ
270617 A- ----NSF- ----NSF μεγάλη μεγάλη μεγάλη μέγας
270617 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270617 N- ----GSF- ----GSF ὀργῆς ὀργῆς ὀργῆς ὀργή
270617 RP ----GPM- ----GPX ⸀αὐτῶν, αὐτῶν αὐτῶν αὐτός
270617 C- -------- ------- καὶ καὶ καί καί
270617 RI ----NSM- ----NSZ τίς τίς τίς τίς
270617 V- 3PMI-S-- PMI3-S- δύναται δύναται δύναται δύναμαι
270617 V- -APN---- APN---- σταθῆναι; σταθῆναι σταθῆναι ἵστημι
270701 P- -------- ------- ⸀Μετὰ Μετὰ μετά μετά
270701 RD ----ASN- ----CSN τοῦτο τοῦτο τοῦτο οὗτος
270701 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
270701 A- ----APM- ----APM τέσσαρας τέσσαρας τέσσαρας τέσσαρες
270701 N- ----APM- ----APM ἀγγέλους ἀγγέλους ἀγγέλους ἄγγελος
270701 V- -XAPAPM- XAP-APM ἑστῶτας ἑστῶτας ἑστῶτας ἵστημι
270701 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270701 RA ----APF- ----APF τὰς τὰς τάς ὁ
270701 A- ----APF- ----APF τέσσαρας τέσσαρας τέσσαρας τέσσαρες
270701 N- ----APF- ----APF γωνίας γωνίας γωνίας γωνία
270701 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270701 N- ----GSF- ----GSF γῆς, γῆς γῆς γῆ
270701 V- -PAPAPM- PAP-APM κρατοῦντας κρατοῦντας κρατοῦντας κρατέω
270701 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270701 A- ----APM- ----APM τέσσαρας τέσσαρας τέσσαρας τέσσαρες
270701 N- ----APM- ----APM ἀνέμους ἀνέμους ἀνέμους ἄνεμος
270701 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270701 N- ----GSF- ----GSF γῆς, γῆς γῆς γῆ
270701 C- -------- ------- ἵνα ἵνα ἵνα ἵνα
270701 D- -------- ------- μὴ μὴ μή μή
270701 V- 3PAS-S-- PAS3-S- πνέῃ πνέῃ πνέῃ πνέω
270701 N- ----NSM- ----NSM ἄνεμος ἄνεμος ἄνεμος ἄνεμος
270701 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270701 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270701 N- ----GSF- ----GSF γῆς γῆς γῆς γῆ
270701 C- -------- ------- μήτε μήτε μήτε μήτε
270701 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270701 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270701 N- ----GSF- ----GSF θαλάσσης θαλάσσης θαλάσσης θάλασσα
270701 C- -------- ------- μήτε μήτε μήτε μήτε
270701 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270701 A- ----ASN- ----CSN ⸀πᾶν πᾶν πᾶν πᾶς
270701 N- ----ASN- ----CSN δένδρον. δένδρον δένδρον δένδρον
270702 C- -------- ------- καὶ καὶ καί καί
270702 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
270702 A- ----ASM- ----ASM ἄλλον ἄλλον ἄλλον ἄλλος
270702 N- ----ASM- ----ASM ἄγγελον ἄγγελον ἄγγελον ἄγγελος
270702 V- -PAPASM- PAP-ASM ἀναβαίνοντα ἀναβαίνοντα ἀναβαίνοντα ἀναβαίνω
270702 P- -------- ------- ἀπὸ ἀπὸ ἀπό ἀπό
270702 N- ----GSF- ----GSF ἀνατολῆς ἀνατολῆς ἀνατολῆς ἀνατολή
270702 N- ----GSM- ----GSY ἡλίου, ἡλίου ἡλίου ἥλιος
270702 V- -PAPASM- PAP-ASM ἔχοντα ἔχοντα ἔχοντα ἔχω
270702 N- ----ASF- ----ASF σφραγῖδα σφραγῖδα σφραγῖδα σφραγίς
270702 N- ----GSM- ----GSY θεοῦ θεοῦ θεοῦ θεός
270702 V- -PAPGSM- PAP-GSY ζῶντος, ζῶντος ζῶντος ζάω
270702 C- -------- ------- καὶ καὶ καί καί
270702 V- 3AAI-S-- AAI3-S- ἔκραξεν ἔκραξεν ἔκραξε(ν) κράζω
270702 N- ----DSF- ----DSF φωνῇ φωνῇ φωνῇ φωνή
270702 A- ----DSF- ----DSF μεγάλῃ μεγάλῃ μεγάλῃ μέγας
270702 RA ----DPM- ----DPY τοῖς τοῖς τοῖς ὁ
270702 A- ----DPM- ----DPY τέσσαρσιν τέσσαρσιν τέσσαρσι(ν) τέσσαρες
270702 N- ----DPM- ----DPY ἀγγέλοις ἀγγέλοις ἀγγέλοις ἄγγελος
270702 RR ----DPM- ----DPY οἷς οἷς οἷς ὅς
270702 V- 3API-S-- API3-S- ἐδόθη ἐδόθη ἐδόθη δίδωμι
270702 RP ----DPM- ----DPY αὐτοῖς αὐτοῖς αὐτοῖς αὐτός
270702 V- -AAN---- AAN---- ἀδικῆσαι ἀδικῆσαι ἀδικῆσαι ἀδικέω
270702 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270702 N- ----ASF- ----ASF γῆν γῆν γῆν γῆ
270702 C- -------- ------- καὶ καὶ καί καί
270702 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270702 N- ----ASF- ----ASF θάλασσαν, θάλασσαν θάλασσαν θάλασσα
270703 V- -PAPNSM- PAP-NSM λέγων· λέγων λέγων λέγω
270703 D- -------- ------- Μὴ Μὴ μή μή
270703 V- 2AAS-P-- AAS2-P- ἀδικήσητε ἀδικήσητε ἀδικήσητε ἀδικέω
270703 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270703 N- ----ASF- ----ASF γῆν γῆν γῆν γῆ
270703 C- -------- ------- μήτε μήτε μήτε μήτε
270703 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270703 N- ----ASF- ----ASF θάλασσαν θάλασσαν θάλασσαν θάλασσα
270703 C- -------- ------- μήτε μήτε μήτε μήτε
270703 RA ----APN- ----CPN τὰ τὰ τά ὁ
270703 N- ----APN- ----CPN δένδρα, δένδρα δένδρα δένδρον
270703 C- -------- ------- ⸀ἄχρι ἄχρι ἄχρι ἄχρι
270703 V- 1AAS-P-- AAS1-P- σφραγίσωμεν σφραγίσωμεν σφραγίσωμεν σφραγίζω
270703 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270703 N- ----APM- ----APM δούλους δούλους δούλους δοῦλος
270703 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270703 N- ----GSM- ----GSY θεοῦ θεοῦ θεοῦ θεός
270703 RP ----GP-- ----GP- ἡμῶν ἡμῶν ἡμῶν ἐγώ
270703 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270703 RA ----GPN- ----GPX τῶν τῶν τῶν ὁ
270703 N- ----GPN- ----GPX μετώπων μετώπων μετώπων μέτωπον
270703 RP ----GPM- ----GPX αὐτῶν. αὐτῶν αὐτῶν αὐτός
270704 C- -------- ------- Καὶ Καὶ καί καί
270704 V- 1AAI-S-- AAI1-S- ἤκουσα ἤκουσα ἤκουσα ἀκούω
270704 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
270704 N- ----ASM- ----ASM ἀριθμὸν ἀριθμὸν ἀριθμόν ἀριθμός
270704 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
270704 V- -XPPGPM- XMP-GPX ἐσφραγισμένων, ἐσφραγισμένων ἐσφραγισμένων σφραγίζω
270704 A- ----NPF- ------- ⸀ἑκατὸν ἑκατὸν ἑκατόν ἑκατόν
270704 A- ----NPF- ------- τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα τεσσεράκοντα
270704 A- ----NPF- ----NPF τέσσαρες τέσσαρες τέσσαρες τέσσαρες
270704 N- ----NPF- ----NPF χιλιάδες, χιλιάδες χιλιάδες χιλιάς
270704 V- -XPPNPM- XMP-NPM ⸀ἐσφραγισμένοι ἐσφραγισμένοι ἐσφραγισμένοι σφραγίζω
270704 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270704 A- ----GSF- ----GSF πάσης πάσης πάσης πᾶς
270704 N- ----GSF- ----GSF φυλῆς φυλῆς φυλῆς φυλή
270704 N- ----GPM- ----GPX υἱῶν υἱῶν υἱῶν υἱός
270704 N- ----GSM- ------- Ἰσραήλ· Ἰσραήλ Ἰσραήλ Ἰσραήλ
270705 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270705 N- ----GSF- ----GSF φυλῆς φυλῆς φυλῆς φυλή
270705 N- ----GSM- ----GSY Ἰούδα Ἰούδα Ἰούδα Ἰούδας
270705 A- ----NPF- ------- δώδεκα δώδεκα δώδεκα δώδεκα
270705 N- ----NPF- ----NPF χιλιάδες χιλιάδες χιλιάδες χιλιάς
270705 V- -XPPNPM- XMP-NPM ⸀ἐσφραγισμένοι, ἐσφραγισμένοι ἐσφραγισμένοι σφραγίζω
270705 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270705 N- ----GSF- ----GSF φυλῆς φυλῆς φυλῆς φυλή
270705 N- ----GSM- ------- Ῥουβὴν Ῥουβὴν Ῥουβήν Ῥουβήν
270705 A- ----NPF- ------- δώδεκα δώδεκα δώδεκα δώδεκα
